Year,Region,Country,City,Start_Date,End_Date,Stay_Days,Avg_Rent,Max_Rent,Min_Rent,Days_To_Rent,Area_sqm,Daily_Rent,Rental_Income,Avg_Stay_Days,Max_Stay_Days,Min_Stay_Days
2023,Asia,India,Sao Paulo,2023-09-11,2023-10-21,40,1859,2327,1700,19,144,61.97,74360,30.379266666666666,60,1
2020,US,USA,Paris,2020-05-27,2020-07-01,35,1061,2191,775,26,28,35.37,37135,30.379266666666666,60,1
2022,South America,Argentina,Paris,2022-01-03,2022-02-28,56,1601,2140,1409,26,118,53.37,89656,30.379266666666666,60,1
2026,Asia,Japan,Berlin,2026-01-08,2026-02-03,26,1139,1684,1020,5,106,37.97,29614,30.379266666666666,60,1
2025,China,China,Delhi,2025-02-03,2025-03-25,50,1222,1850,824,24,109,40.73,61100,30.379266666666666,60,1
2023,Europe,Germany,Sao Paulo,2023-02-06,2023-04-01,54,1953,2503,1691,19,139,65.1,105462,30.379266666666666,60,1
2020,Europe,Italy,Munich,2020-08-03,2020-09-02,30,1217,1993,1105,8,148,40.57,36510,30.379266666666666,60,1
2025,China,China,Paris,2025-05-24,2025-06-02,9,1023,1671,645,5,35,34.1,9207,30.379266666666666,60,1
2021,US,USA,Paris,2021-08-07,2021-08-16,9,1889,2624,1679,18,21,62.97,17001,30.379266666666666,60,1
2022,South America,Argentina,Beijing,2022-12-28,2023-02-21,55,1573,2664,1455,19,118,52.43,86515,30.379266666666666,60,1
2024,Asia,Japan,Beijing,2024-09-01,2024-09-08,7,1861,2774,1651,1,71,62.03,13027,30.379266666666666,60,1
2025,South America,Argentina,Munich,2025-02-13,2025-02-14,1,1741,2927,1637,9,22,58.03,1741,30.379266666666666,60,1
2023,South America,Brazil,Rome,2023-01-19,2023-02-27,39,1455,2654,1246,9,59,48.5,56745,30.379266666666666,60,1
2026,China,China,Sao Paulo,2026-08-23,2026-09-12,20,904,1863,672,24,121,30.13,18080,30.379266666666666,60,1
2025,China,China,Rome,2025-03-28,2025-05-23,56,1144,1910,752,25,119,38.13,64064,30.379266666666666,60,1
2025,Europe,Italy,Paris,2025-04-02,2025-05-14,42,1873,3056,1614,18,84,62.43,78666,30.379266666666666,60,1
2024,Europe,Germany,Paris,2024-05-11,2024-06-26,46,1733,2466,1413,24,106,57.77,79718,30.379266666666666,60,1
2024,China,China,Beijing,2024-08-30,2024-10-09,40,1210,1702,1001,11,21,40.33,48400,30.379266666666666,60,1
2020,US,USA,Munich,2020-01-30,2020-02-10,11,1858,3034,1646,18,80,61.93,20438,30.379266666666666,60,1
2023,Europe,Germany,Rome,2023-06-21,2023-07-15,24,1563,2301,1239,16,91,52.1,37512,30.379266666666666,60,1
2023,Asia,Japan,Sao Paulo,2023-06-07,2023-07-18,41,829,1652,441,26,130,27.63,33989,30.379266666666666,60,1
2022,Europe,Germany,Rome,2022-07-08,2022-08-22,45,1428,2023,1108,7,93,47.6,64260,30.379266666666666,60,1
2023,South America,Argentina,Paris,2023-02-24,2023-03-06,10,1142,2257,816,2,70,38.07,11420,30.379266666666666,60,1
2020,Europe,Italy,Paris,2020-07-22,2020-08-02,11,1898,3047,1687,23,131,63.27,20878,30.379266666666666,60,1
2023,South America,Argentina,Paris,2023-01-19,2023-01-28,9,1239,2144,878,30,27,41.3,11151,30.379266666666666,60,1
2026,South America,Brazil,Berlin,2026-10-26,2026-11-16,21,1814,2990,1650,22,28,60.47,38094,30.379266666666666,60,1
2023,US,USA,Beijing,2023-11-09,2023-12-08,29,1647,2136,1494,27,29,54.9,47763,30.379266666666666,60,1
2022,South America,Brazil,Rome,2022-09-17,2022-10-15,28,1697,2222,1349,29,78,56.57,47516,30.379266666666666,60,1
2026,Europe,Italy,Tokyo,2026-06-08,2026-06-29,21,1329,2256,1030,25,84,44.3,27909,30.379266666666666,60,1
2021,Europe,Germany,New York,2021-03-18,2021-04-25,38,1597,2331,1225,29,44,53.23,60686,30.379266666666666,60,1
2024,US,USA,Tokyo,2024-01-20,2024-02-28,39,1255,2186,1107,23,80,41.83,48945,30.379266666666666,60,1
2023,US,USA,Delhi,2023-11-14,2023-12-09,25,800,1976,593,16,24,26.67,20000,30.379266666666666,60,1
2021,Europe,Germany,Munich,2021-10-17,2021-12-04,48,800,1792,571,27,114,26.67,38400,30.379266666666666,60,1
2021,South America,Brazil,Munich,2021-07-13,2021-08-07,25,1065,2220,669,1,134,35.5,26625,30.379266666666666,60,1
2022,South America,Brazil,Sao Paulo,2022-02-22,2022-04-16,53,1949,2560,1701,16,72,64.97,103297,30.379266666666666,60,1
2022,US,USA,Beijing,2022-07-21,2022-08-14,24,1070,2228,948,21,121,35.67,25680,30.379266666666666,60,1
2024,US,USA,Delhi,2024-11-15,2024-11-28,13,1445,2249,1236,25,78,48.17,18785,30.379266666666666,60,1
2020,China,China,Munich,2020-05-20,2020-06-26,37,977,1733,625,7,96,32.57,36149,30.379266666666666,60,1
2022,Europe,Germany,Munich,2022-08-12,2022-09-10,29,1730,2591,1585,3,129,57.67,50170,30.379266666666666,60,1
2022,Europe,Italy,Rome,2022-12-10,2023-01-21,42,1694,2514,1482,11,56,56.47,71148,30.379266666666666,60,1
2026,Asia,Japan,Berlin,2026-10-26,2026-11-01,6,1252,1580,1054,16,107,41.73,7512,30.379266666666666,60,1
2024,Europe,France,Paris,2024-04-18,2024-05-13,25,1492,2012,1137,5,77,49.73,37300,30.379266666666666,60,1
2024,Asia,India,Sao Paulo,2024-07-30,2024-09-11,43,1966,2855,1666,12,67,65.53,84538,30.379266666666666,60,1
2020,US,USA,Munich,2020-08-12,2020-09-05,24,966,1341,767,28,139,32.2,23184,30.379266666666666,60,1
2020,Asia,Japan,Paris,2020-02-19,2020-02-20,1,1903,2490,1565,28,65,63.43,1903,30.379266666666666,60,1
2020,Asia,India,Rome,2020-07-06,2020-07-12,6,1628,2233,1325,3,122,54.27,9768,30.379266666666666,60,1
2026,Europe,Germany,Sao Paulo,2026-10-30,2026-12-08,39,1006,1511,700,21,29,33.53,39234,30.379266666666666,60,1
2021,South America,Brazil,Sao Paulo,2021-03-02,2021-04-11,40,1010,1486,747,10,103,33.67,40400,30.379266666666666,60,1
2021,US,USA,Delhi,2021-04-04,2021-05-16,42,1737,2403,1374,6,80,57.9,72954,30.379266666666666,60,1
2026,Asia,Japan,Munich,2026-01-06,2026-02-11,36,1360,1891,1229,28,140,45.33,48960,30.379266666666666,60,1
2020,South America,Argentina,Munich,2020-08-06,2020-09-21,46,1586,2501,1190,3,67,52.87,72956,30.379266666666666,60,1
2020,China,China,Delhi,2020-02-29,2020-04-22,53,1087,1662,734,16,108,36.23,57611,30.379266666666666,60,1
2026,China,China,Delhi,2026-02-25,2026-04-24,58,1259,1647,1047,22,95,41.97,73022,30.379266666666666,60,1
2022,US,USA,Rome,2022-04-22,2022-06-21,60,1750,2454,1435,18,59,58.33,105000,30.379266666666666,60,1
2023,China,China,New York,2023-02-25,2023-03-21,24,870,1267,485,2,124,29.0,20880,30.379266666666666,60,1
2024,South America,Argentina,Tokyo,2024-10-25,2024-10-27,2,1827,2167,1645,3,149,60.9,3654,30.379266666666666,60,1
2020,Europe,Italy,Tokyo,2020-11-04,2021-01-03,60,902,1360,782,12,127,30.07,54120,30.379266666666666,60,1
2022,Europe,Germany,Beijing,2022-06-10,2022-07-02,22,926,1854,567,7,125,30.87,20372,30.379266666666666,60,1
2025,Asia,India,Rome,2025-05-13,2025-05-25,12,1354,2386,1074,16,148,45.13,16248,30.379266666666666,60,1
2026,China,China,Paris,2026-10-16,2026-12-03,48,1711,2759,1377,15,27,57.03,82128,30.379266666666666,60,1
2025,US,USA,New York,2025-03-24,2025-04-29,36,1867,2407,1529,13,51,62.23,67212,30.379266666666666,60,1
2020,South America,Brazil,Munich,2020-09-20,2020-10-29,39,1342,1713,1056,14,58,44.73,52338,30.379266666666666,60,1
2022,Asia,India,Rome,2022-07-14,2022-08-29,46,1915,3038,1764,2,62,63.83,88090,30.379266666666666,60,1
2024,South America,Argentina,Beijing,2024-08-06,2024-09-08,33,1856,2174,1554,24,147,61.87,61248,30.379266666666666,60,1
2022,Europe,Italy,Munich,2022-08-01,2022-08-22,21,808,1882,558,18,134,26.93,16968,30.379266666666666,60,1
2024,Asia,Japan,Rome,2024-03-05,2024-03-31,26,1884,2807,1544,19,144,62.8,48984,30.379266666666666,60,1
2024,Asia,Japan,Paris,2024-08-17,2024-09-10,24,1491,2346,1281,27,41,49.7,35784,30.379266666666666,60,1
2022,US,USA,New York,2022-08-05,2022-09-23,49,1477,2178,1114,27,78,49.23,72373,30.379266666666666,60,1
2021,Asia,Japan,New York,2021-09-12,2021-10-14,32,1999,2307,1718,8,36,66.63,63968,30.379266666666666,60,1
2021,US,USA,Berlin,2021-07-05,2021-08-28,54,1125,1658,817,6,43,37.5,60750,30.379266666666666,60,1
2020,Europe,Italy,Tokyo,2020-07-15,2020-08-26,42,1861,2332,1708,6,113,62.03,78162,30.379266666666666,60,1
2026,Europe,Italy,Berlin,2026-10-29,2026-12-19,51,1527,2090,1273,29,34,50.9,77877,30.379266666666666,60,1
2021,US,USA,Munich,2021-04-14,2021-04-25,11,1317,2435,967,3,69,43.9,14487,30.379266666666666,60,1
2023,South America,Argentina,Berlin,2023-10-27,2023-12-11,45,1675,2024,1452,1,70,55.83,75375,30.379266666666666,60,1
2026,Asia,Japan,New York,2026-02-10,2026-03-27,45,1040,1636,644,1,49,34.67,46800,30.379266666666666,60,1
2024,China,China,Rome,2024-12-10,2024-12-30,20,1372,2164,993,24,70,45.73,27440,30.379266666666666,60,1
2021,US,USA,Delhi,2021-11-26,2021-12-27,31,1034,1366,829,19,117,34.47,32054,30.379266666666666,60,1
2021,South America,Argentina,Rome,2021-04-15,2021-04-23,8,1802,2591,1647,30,130,60.07,14416,30.379266666666666,60,1
2020,China,China,Berlin,2020-03-20,2020-05-13,54,1223,2316,871,11,145,40.77,66042,30.379266666666666,60,1
2021,Asia,India,Rome,2021-12-15,2022-01-07,23,1728,2728,1461,13,92,57.6,39744,30.379266666666666,60,1
2025,Asia,India,New York,2025-02-02,2025-02-14,12,896,1839,712,15,55,29.87,10752,30.379266666666666,60,1
2020,China,China,Munich,2020-05-29,2020-06-18,20,1773,2955,1560,6,20,59.1,35460,30.379266666666666,60,1
2023,US,USA,Paris,2023-07-17,2023-09-13,58,1960,3046,1657,18,61,65.33,113680,30.379266666666666,60,1
2026,US,USA,Munich,2026-03-19,2026-03-23,4,944,1271,730,10,55,31.47,3776,30.379266666666666,60,1
2020,Europe,Italy,Delhi,2020-07-24,2020-08-19,26,1574,2500,1472,22,33,52.47,40924,30.379266666666666,60,1
2024,South America,Brazil,Paris,2024-05-17,2024-05-18,1,1874,2955,1502,25,107,62.47,1874,30.379266666666666,60,1
2021,China,China,Munich,2021-09-28,2021-11-02,35,1342,1769,1205,1,145,44.73,46970,30.379266666666666,60,1
2024,China,China,New York,2024-11-18,2025-01-06,49,1601,2550,1326,2,90,53.37,78449,30.379266666666666,60,1
2023,Asia,India,New York,2023-01-18,2023-02-25,38,1036,2203,747,16,30,34.53,39368,30.379266666666666,60,1
2024,Asia,Japan,Sao Paulo,2024-05-29,2024-06-10,12,1840,2723,1617,28,94,61.33,22080,30.379266666666666,60,1
2022,Europe,Italy,Beijing,2022-09-05,2022-10-11,36,1782,2308,1407,2,55,59.4,64152,30.379266666666666,60,1
2021,US,USA,Paris,2021-09-13,2021-10-09,26,870,1330,545,12,49,29.0,22620,30.379266666666666,60,1
2026,China,China,Munich,2026-04-16,2026-05-03,17,1942,2898,1555,27,91,64.73,33014,30.379266666666666,60,1
2026,Europe,Germany,Beijing,2026-08-26,2026-09-02,7,1692,2559,1478,28,22,56.4,11844,30.379266666666666,60,1
2026,China,China,New York,2026-09-23,2026-10-11,18,1226,1834,897,17,103,40.87,22068,30.379266666666666,60,1
2021,South America,Brazil,Tokyo,2021-11-14,2021-12-05,21,1483,2673,1198,5,86,49.43,31143,30.379266666666666,60,1
2020,China,China,Tokyo,2020-09-10,2020-09-15,5,1036,1428,723,30,30,34.53,5180,30.379266666666666,60,1
2023,Asia,India,New York,2023-09-03,2023-09-08,5,1209,1515,993,24,107,40.3,6045,30.379266666666666,60,1
2021,Asia,Japan,Rome,2021-12-11,2022-01-12,32,1764,2345,1537,5,85,58.8,56448,30.379266666666666,60,1
2022,China,China,Delhi,2022-12-12,2023-01-05,24,1902,3093,1670,25,146,63.4,45648,30.379266666666666,60,1
2025,US,USA,Munich,2025-01-13,2025-02-08,26,1678,2686,1442,13,98,55.93,43628,30.379266666666666,60,1
2024,US,USA,Paris,2024-04-29,2024-05-26,27,1507,2486,1280,3,122,50.23,40689,30.379266666666666,60,1
2023,US,USA,Berlin,2023-02-21,2023-04-02,40,1313,1920,1103,4,62,43.77,52520,30.379266666666666,60,1
2022,Europe,Germany,New York,2022-07-07,2022-07-26,19,913,1396,807,22,49,30.43,17347,30.379266666666666,60,1
2020,South America,Brazil,Sao Paulo,2020-12-20,2021-01-16,27,1552,2618,1447,10,112,51.73,41904,30.379266666666666,60,1
2026,US,USA,New York,2026-03-16,2026-05-12,57,1739,2141,1418,27,23,57.97,99123,30.379266666666666,60,1
2020,Asia,Japan,Berlin,2020-06-12,2020-06-26,14,1433,1857,1231,5,33,47.77,20062,30.379266666666666,60,1
2025,Europe,Italy,Paris,2025-09-11,2025-10-23,42,865,1531,745,8,27,28.83,36330,30.379266666666666,60,1
2024,US,USA,Munich,2024-12-17,2024-12-26,9,1825,2162,1482,28,34,60.83,16425,30.379266666666666,60,1
2023,Europe,Germany,Beijing,2023-08-01,2023-08-14,13,1865,2519,1652,19,47,62.17,24245,30.379266666666666,60,1
2023,Asia,Japan,Paris,2023-07-01,2023-08-10,40,1414,2398,1291,2,81,47.13,56560,30.379266666666666,60,1
2020,China,China,Delhi,2020-09-19,2020-11-08,50,1870,2589,1615,23,30,62.33,93500,30.379266666666666,60,1
2023,Europe,France,Beijing,2023-06-20,2023-08-17,58,1786,2130,1440,16,57,59.53,103588,30.379266666666666,60,1
2024,South America,Argentina,Paris,2024-02-25,2024-04-14,49,1334,1757,981,15,133,44.47,65366,30.379266666666666,60,1
2024,US,USA,Berlin,2024-11-05,2024-11-07,2,1296,2208,923,27,147,43.2,2592,30.379266666666666,60,1
2021,South America,Brazil,Berlin,2021-04-23,2021-04-28,5,1886,2464,1572,16,52,62.87,9430,30.379266666666666,60,1
2021,Europe,Italy,Delhi,2021-12-11,2021-12-25,14,1929,2902,1736,16,145,64.3,27006,30.379266666666666,60,1
2020,South America,Argentina,Tokyo,2020-11-28,2021-01-08,41,1635,2243,1269,24,83,54.5,67035,30.379266666666666,60,1
2024,Europe,France,Delhi,2024-12-27,2025-01-30,34,1563,2111,1362,13,139,52.1,53142,30.379266666666666,60,1
2025,Europe,France,Paris,2025-12-28,2026-02-03,37,1977,3028,1862,5,105,65.9,73149,30.379266666666666,60,1
2022,China,China,Tokyo,2022-04-29,2022-06-18,50,1740,2761,1385,29,111,58.0,87000,30.379266666666666,60,1
2021,China,China,Tokyo,2021-12-23,2022-01-03,11,1767,2823,1626,25,102,58.9,19437,30.379266666666666,60,1
2025,Asia,India,Munich,2025-08-09,2025-08-28,19,1520,1980,1344,2,99,50.67,28880,30.379266666666666,60,1
2025,US,USA,Beijing,2025-04-24,2025-06-07,44,1226,2245,860,28,20,40.87,53944,30.379266666666666,60,1
2023,South America,Argentina,Delhi,2023-03-18,2023-04-01,14,1296,1998,1163,7,105,43.2,18144,30.379266666666666,60,1
2023,Europe,Germany,Tokyo,2023-05-11,2023-07-04,54,1501,2511,1400,2,52,50.03,81054,30.379266666666666,60,1
2020,Europe,Germany,Rome,2020-11-04,2020-12-03,29,1118,1725,964,14,29,37.27,32422,30.379266666666666,60,1
2025,China,China,Tokyo,2025-05-19,2025-05-27,8,1263,1734,1103,4,81,42.1,10104,30.379266666666666,60,1
2020,Europe,Germany,Berlin,2020-06-14,2020-07-10,26,1327,2266,1034,26,37,44.23,34502,30.379266666666666,60,1
2026,China,China,Berlin,2026-01-07,2026-01-25,18,1037,1750,744,16,96,34.57,18666,30.379266666666666,60,1
2023,China,China,New York,2023-11-23,2024-01-14,52,1150,1990,979,12,91,38.33,59800,30.379266666666666,60,1
2020,Asia,Japan,Beijing,2020-11-11,2020-12-16,35,875,1594,751,8,76,29.17,30625,30.379266666666666,60,1
2020,Europe,Italy,Rome,2020-10-07,2020-11-14,38,1059,2229,930,1,131,35.3,40242,30.379266666666666,60,1
2024,Europe,Germany,Paris,2024-01-11,2024-01-22,11,1072,1404,866,14,128,35.73,11792,30.379266666666666,60,1
2024,Asia,India,Berlin,2024-07-11,2024-07-17,6,1605,2765,1321,12,146,53.5,9630,30.379266666666666,60,1
2021,Europe,Germany,Tokyo,2021-02-21,2021-02-25,4,1755,2746,1445,8,139,58.5,7020,30.379266666666666,60,1
2026,Asia,India,Sao Paulo,2026-09-23,2026-10-01,8,1745,2275,1363,20,60,58.17,13960,30.379266666666666,60,1
2020,Europe,Italy,Beijing,2020-11-24,2021-01-11,48,1360,2257,1090,20,121,45.33,65280,30.379266666666666,60,1
2022,US,USA,Berlin,2022-05-16,2022-05-20,4,961,1883,668,14,89,32.03,3844,30.379266666666666,60,1
2024,South America,Brazil,New York,2024-03-12,2024-04-12,31,1932,2836,1817,16,128,64.4,59892,30.379266666666666,60,1
2023,China,China,Tokyo,2023-06-22,2023-07-18,26,807,1261,587,7,69,26.9,20982,30.379266666666666,60,1
2024,US,USA,New York,2024-04-28,2024-06-12,45,1808,2709,1477,6,136,60.27,81360,30.379266666666666,60,1
2020,Asia,India,Berlin,2020-02-10,2020-02-28,18,1396,2423,1180,13,134,46.53,25128,30.379266666666666,60,1
2023,Asia,Japan,Paris,2023-07-03,2023-07-04,1,1219,2020,856,27,132,40.63,1219,30.379266666666666,60,1
2025,Asia,India,Berlin,2025-05-29,2025-06-25,27,1248,2021,981,27,75,41.6,33696,30.379266666666666,60,1
2025,China,China,New York,2025-04-21,2025-06-07,47,1819,2501,1612,30,83,60.63,85493,30.379266666666666,60,1
2023,Asia,Japan,Beijing,2023-06-01,2023-06-18,17,1991,2770,1597,2,107,66.37,33847,30.379266666666666,60,1
2020,US,USA,Tokyo,2020-09-18,2020-10-18,30,1302,2201,977,1,76,43.4,39060,30.379266666666666,60,1
2023,Asia,India,Delhi,2023-11-14,2024-01-10,57,1546,2141,1268,5,23,51.53,88122,30.379266666666666,60,1
2023,Europe,France,Rome,2023-06-18,2023-06-24,6,1661,2157,1441,23,82,55.37,9966,30.379266666666666,60,1
2022,Europe,Germany,Beijing,2022-02-23,2022-03-30,35,850,1644,578,4,28,28.33,29750,30.379266666666666,60,1
2024,South America,Argentina,Paris,2024-10-18,2024-12-14,57,1797,2169,1487,24,102,59.9,102429,30.379266666666666,60,1
2022,Europe,Italy,Tokyo,2022-06-23,2022-07-30,37,1590,2534,1412,22,27,53.0,58830,30.379266666666666,60,1
2022,US,USA,Tokyo,2022-01-09,2022-02-27,49,1628,2130,1327,13,115,54.27,79772,30.379266666666666,60,1
2020,Europe,France,Munich,2020-11-20,2021-01-04,45,1453,2245,1142,19,36,48.43,65385,30.379266666666666,60,1
2021,Asia,Japan,Munich,2021-02-27,2021-04-08,40,1752,2437,1438,4,36,58.4,70080,30.379266666666666,60,1
2021,Asia,India,Beijing,2021-02-15,2021-03-10,23,1471,2636,1085,24,54,49.03,33833,30.379266666666666,60,1
2026,US,USA,Rome,2026-02-20,2026-03-24,32,1904,2907,1682,20,67,63.47,60928,30.379266666666666,60,1
2021,US,USA,Beijing,2021-12-28,2022-02-04,38,1127,2309,990,29,91,37.57,42826,30.379266666666666,60,1
2025,Asia,Japan,Tokyo,2025-07-02,2025-07-07,5,1587,2451,1336,12,71,52.9,7935,30.379266666666666,60,1
2020,China,China,New York,2020-04-01,2020-04-25,24,1018,1867,707,24,137,33.93,24432,30.379266666666666,60,1
2026,South America,Brazil,Sao Paulo,2026-10-03,2026-11-15,43,1581,1899,1221,20,30,52.7,67983,30.379266666666666,60,1
2024,US,USA,Berlin,2024-10-25,2024-10-26,1,972,1829,844,8,102,32.4,972,30.379266666666666,60,1
2020,Europe,France,New York,2020-01-07,2020-03-02,55,1943,2999,1587,9,105,64.77,106865,30.379266666666666,60,1
2025,South America,Argentina,Paris,2025-10-23,2025-11-25,33,1334,2218,1194,4,70,44.47,44022,30.379266666666666,60,1
2023,Europe,Italy,Paris,2023-08-24,2023-09-16,23,917,1421,559,30,85,30.57,21091,30.379266666666666,60,1
2023,China,China,Paris,2023-12-09,2023-12-18,9,1933,2448,1555,5,100,64.43,17397,30.379266666666666,60,1
2026,South America,Argentina,Munich,2026-02-18,2026-04-03,44,1338,2064,1126,14,114,44.6,58872,30.379266666666666,60,1
2025,South America,Argentina,Berlin,2025-10-13,2025-10-19,6,1981,2831,1742,16,87,66.03,11886,30.379266666666666,60,1
2026,US,USA,Beijing,2026-03-31,2026-04-18,18,1780,2839,1515,23,57,59.33,32040,30.379266666666666,60,1
2021,China,China,Berlin,2021-02-11,2021-04-03,51,985,1846,600,20,107,32.83,50235,30.379266666666666,60,1
2023,Asia,Japan,Berlin,2023-07-21,2023-08-11,21,1747,2243,1544,12,32,58.23,36687,30.379266666666666,60,1
2020,Europe,Germany,Sao Paulo,2020-07-20,2020-08-18,29,1239,1678,1134,3,21,41.3,35931,30.379266666666666,60,1
2022,Asia,India,Beijing,2022-12-11,2023-01-29,49,1004,1627,797,20,56,33.47,49196,30.379266666666666,60,1
2020,South America,Brazil,Tokyo,2020-03-23,2020-05-04,42,1212,2245,1069,9,47,40.4,50904,30.379266666666666,60,1
2023,South America,Brazil,Sao Paulo,2023-08-10,2023-08-20,10,1080,1402,745,19,112,36.0,10800,30.379266666666666,60,1
2022,China,China,Beijing,2022-02-11,2022-03-28,45,1369,2113,983,27,125,45.63,61605,30.379266666666666,60,1
2024,South America,Brazil,Munich,2024-04-25,2024-06-13,49,1471,1924,1318,27,82,49.03,72079,30.379266666666666,60,1
2024,China,China,Beijing,2024-11-04,2024-12-30,56,810,1425,482,5,134,27.0,45360,30.379266666666666,60,1
2025,US,USA,Rome,2025-01-19,2025-03-12,52,1330,2071,936,20,49,44.33,69160,30.379266666666666,60,1
2021,Asia,Japan,Tokyo,2021-12-07,2021-12-08,1,1689,2004,1437,27,69,56.3,1689,30.379266666666666,60,1
2025,US,USA,Beijing,2025-10-30,2025-12-24,55,1282,1759,945,29,84,42.73,70510,30.379266666666666,60,1
2020,China,China,New York,2020-12-30,2021-01-22,23,1861,3039,1662,28,82,62.03,42803,30.379266666666666,60,1
2021,US,USA,Berlin,2021-06-22,2021-08-12,51,1646,2337,1410,9,65,54.87,83946,30.379266666666666,60,1
2024,China,China,Tokyo,2024-03-11,2024-04-06,26,1268,2164,1168,22,136,42.27,32968,30.379266666666666,60,1
2026,South America,Argentina,Paris,2026-10-11,2026-11-13,33,1549,2466,1187,1,51,51.63,51117,30.379266666666666,60,1
2025,South America,Argentina,Beijing,2025-09-06,2025-10-27,51,1475,2301,1158,21,110,49.17,75225,30.379266666666666,60,1
2024,US,USA,Sao Paulo,2024-04-22,2024-06-12,51,980,1337,616,22,66,32.67,49980,30.379266666666666,60,1
2026,Asia,Japan,Sao Paulo,2026-09-24,2026-11-03,40,1488,2348,1194,26,25,49.6,59520,30.379266666666666,60,1
2024,South America,Brazil,Sao Paulo,2024-08-30,2024-09-23,24,1966,2489,1636,9,142,65.53,47184,30.379266666666666,60,1
2022,South America,Argentina,Delhi,2022-03-26,2022-05-15,50,826,1489,449,11,121,27.53,41300,30.379266666666666,60,1
2024,Europe,France,Rome,2024-06-04,2024-07-26,52,876,1483,661,17,98,29.2,45552,30.379266666666666,60,1
2025,Europe,France,New York,2025-10-24,2025-11-09,16,919,1998,614,12,75,30.63,14704,30.379266666666666,60,1
2023,Europe,Italy,Paris,2023-11-21,2024-01-18,58,1270,2035,1083,2,34,42.33,73660,30.379266666666666,60,1
2023,Europe,Italy,Beijing,2023-08-09,2023-08-17,8,1747,2437,1369,29,100,58.23,13976,30.379266666666666,60,1
2026,Europe,Germany,Delhi,2026-06-29,2026-07-07,8,1892,2513,1746,6,72,63.07,15136,30.379266666666666,60,1
2020,Asia,India,Paris,2020-11-08,2020-11-16,8,999,1334,614,10,97,33.3,7992,30.379266666666666,60,1
2024,China,China,Rome,2024-03-22,2024-04-29,38,1648,2190,1434,9,40,54.93,62624,30.379266666666666,60,1
2023,Europe,Germany,Tokyo,2023-07-26,2023-07-28,2,1564,2362,1373,28,51,52.13,3128,30.379266666666666,60,1
2024,China,China,New York,2024-12-28,2025-01-29,32,1708,2632,1449,7,146,56.93,54656,30.379266666666666,60,1
2026,US,USA,Beijing,2026-03-02,2026-03-05,3,1697,2552,1570,18,108,56.57,5091,30.379266666666666,60,1
2023,China,China,Tokyo,2023-07-23,2023-07-31,8,972,1518,816,27,133,32.4,7776,30.379266666666666,60,1
2021,US,USA,Berlin,2021-06-29,2021-07-26,27,1042,2195,701,16,47,34.73,28134,30.379266666666666,60,1
2022,US,USA,New York,2022-08-05,2022-08-18,13,902,1202,785,23,69,30.07,11726,30.379266666666666,60,1
2022,Asia,India,Delhi,2022-03-06,2022-03-12,6,1204,1959,996,15,94,40.13,7224,30.379266666666666,60,1
2023,Asia,India,Sao Paulo,2023-12-22,2024-02-13,53,1588,2646,1253,21,80,52.93,84164,30.379266666666666,60,1
2026,Europe,Italy,Rome,2026-09-24,2026-10-04,10,1003,1616,795,10,134,33.43,10030,30.379266666666666,60,1
2020,Europe,France,Rome,2020-11-04,2020-11-17,13,1358,1831,1209,13,70,45.27,17654,30.379266666666666,60,1
2023,South America,Brazil,New York,2023-01-21,2023-03-11,49,1631,2339,1447,7,70,54.37,79919,30.379266666666666,60,1
2024,Asia,India,Sao Paulo,2024-08-26,2024-09-06,11,1843,2709,1678,27,58,61.43,20273,30.379266666666666,60,1
2021,Europe,France,Berlin,2021-11-29,2022-01-11,43,1819,2799,1579,10,51,60.63,78217,30.379266666666666,60,1
2023,Europe,Germany,Munich,2023-11-03,2023-11-24,21,1193,1791,998,30,106,39.77,25053,30.379266666666666,60,1
2024,Asia,India,Sao Paulo,2024-03-20,2024-04-02,13,1494,1990,1207,7,134,49.8,19422,30.379266666666666,60,1
2024,South America,Argentina,New York,2024-02-22,2024-02-28,6,1157,1711,945,10,111,38.57,6942,30.379266666666666,60,1
2020,Asia,Japan,Tokyo,2020-12-08,2021-01-28,51,1894,2668,1605,23,53,63.13,96594,30.379266666666666,60,1
2022,South America,Brazil,New York,2022-10-26,2022-12-02,37,1325,1650,947,17,126,44.17,49025,30.379266666666666,60,1
2020,China,China,Munich,2020-06-18,2020-07-21,33,1677,2025,1526,2,80,55.9,55341,30.379266666666666,60,1
2021,China,China,Berlin,2021-05-22,2021-06-10,19,1690,2595,1497,14,120,56.33,32110,30.379266666666666,60,1
2020,US,USA,Delhi,2020-11-23,2020-12-18,25,987,1559,720,9,43,32.9,24675,30.379266666666666,60,1
2026,Asia,Japan,Tokyo,2026-07-26,2026-08-19,24,1426,2367,1244,7,48,47.53,34224,30.379266666666666,60,1
2026,South America,Argentina,Munich,2026-02-26,2026-04-04,37,935,1962,726,22,69,31.17,34595,30.379266666666666,60,1
2026,US,USA,Tokyo,2026-07-03,2026-08-04,32,1344,1821,1070,19,35,44.8,43008,30.379266666666666,60,1
2020,Asia,India,New York,2020-07-14,2020-07-15,1,1240,2232,1100,20,62,41.33,1240,30.379266666666666,60,1
2020,US,USA,Tokyo,2020-10-03,2020-10-04,1,1162,2246,785,13,129,38.73,1162,30.379266666666666,60,1
2022,South America,Argentina,Beijing,2022-02-08,2022-02-24,16,1365,1800,1083,13,37,45.5,21840,30.379266666666666,60,1
